frame_id,process,model,phase,ingest_ms,roi_ms,preprocess_ms,inference_ms,ellipse_fit_ms,pye3d_ms,ipc_transport_ms,gaze_mapping_ms,render_ms,buffer_swap_ms,total_system_latency_ms,t_start,t_end
2,eye1,adgbc,boot,212.97691413201392,0.0,1.8335890490561724,197.3253048490733,2.7302890084683895,1.069691963493824,30.222957953810692,0.0,4.138356074690819,0.044146087020635605,450.34124911762774,1208509.354156374,1208509.587928666
2,eye1,adgbc,loop,212.97691413201392,0.0,1.8335890490561724,197.3253048490733,2.7302890084683895,1.069691963493824,30.75192403048277,0.0,4.138356074690819,0.044146087020635605,450.8702151942998,1208509.354156374,1208509.587970281
2,eye0,adgbc,loop,204.11940407939255,0.0,2.3256479762494564,188.67788882926106,2.677741926163435,1.0305559262633324,8.7193101644516,0.0,6.122587947174907,0.06495509296655655,413.7380919419229,1208509.415727471,1208509.619222384
2,eye0,adgbc,loop,204.11940407939255,0.0,2.3256479762494564,188.67788882926106,2.677741926163435,1.0305559262633324,8.695841999724507,0.0,6.122587947174907,0.06495509296655655,413.7146237771958,1208509.415727471,1208509.619241739
38,eye1,2dcpp,loop,92.85214403644204,0.009120907634496689,0.0,8.255031891167164,0.0,4.169360967352986,21.058806916698813,0.0,11.803282890468836,0.12915791012346745,138.2769055198878,1208509.718061134,1208509.75181304
38,eye1,2dcpp,loop,92.85214403644204,0.009120907634496689,0.0,8.255031891167164,0.0,4.169360967352986,21.09876903705299,0.0,11.803282890468836,0.12915791012346745,138.31686764024198,1208509.718061134,1208509.75192338
36,eye0,2dcpp,loop,111.2506641075015,0.01005595549941063,0.0,8.913238998502493,0.0,3.670884994789958,24.91029887460172,0.0,7.290685083717108,2.045306144282222,158.09113415889442,1208509.781894027,1208509.819595543
36,eye0,2dcpp,loop,111.2506641075015,0.01005595549941063,0.0,8.913238998502493,0.0,3.670884994789958,24.980923859402537,0.0,7.290685083717108,2.045306144282222,158.16175914369524,1208509.781894027,1208509.819682219
49,eye1,2dcpp,loop,87.96198409982026,0.005756039172410965,0.0,2.6932680048048496,0.0,3.282794961705804,6.02285098284483,0.0,7.290685083717108,2.045306144282222,109.30264531634748,1208509.80750954,1208509.819735829
49,eye1,2dcpp,loop,87.96198409982026,0.005756039172410965,0.0,2.6932680048048496,0.0,3.282794961705804,5.969785852357745,0.0,7.290685083717108,2.045306144282222,109.2495801858604,1208509.80750954,1208509.819798897
51,eye0,2dcpp,loop,105.05212401039898,0.006819842383265495,0.0,3.1797930132597685,0.0,4.242758033797145,9.456724161282182,0.0,11.817263904958963,0.08114892989397049,133.83663189597428,1208509.902488305,1208509.919536389
51,eye0,2dcpp,loop,105.05212401039898,0.006819842383265495,0.0,3.1797930132597685,0.0,4.242758033797145,9.466256946325302,0.0,11.817263904958963,0.08114892989397049,133.8461646810174,1208509.902488305,1208509.919633092
59,eye1,2dcpp,loop,148.27715116553009,0.006547896191477776,0.0,5.560352001339197,0.0,3.4981518983840942,32.71652897819877,0.0,9.193670935928822,0.06398791447281837,199.31639079004526,1208509.945654667,1208509.987658954
59,eye1,2dcpp,loop,148.27715116553009,0.006547896191477776,0.0,5.560352001339197,0.0,3.4981518983840942,32.452363055199385,0.0,9.193670935928822,0.06398791447281837,199.05222486704588,1208509.945654667,1208509.987732995
63,eye0,2dcpp,loop,128.0524879693985,0.010356074199080467,0.0,4.574500024318695,0.0,5.120021989569068,24.690136080607772,0.0,9.141771122813225,0.02786586992442608,171.61713913083076,1208510.020885867,1208510.055544637
