frame_id,process,model,session_type,phase,ingest_ms,roi_ms,preprocess_ms,inference_ms,ellipse_fit_ms,filter_ms,pye3d_ms,ipc_transport_ms,gaze_mapping_ms,render_ms,buffer_swap_ms,total_system_latency_ms,t_start,t_end
1313,eye1,adgbc_one_euro,calibration,boot,17.144804820418358,0.0,0.5124898161739111,11.798565974459052,0.9202430956065655,0.0089290551841259,0.6462230812758207,43.531643925234675,0.0,2.164109144359827,0.04613981582224369,76.77314872853458,1810698.583387977,1810698.64087897
1313,eye1,adgbc_one_euro,calibration,loop,17.144804820418358,0.0,0.5124898161739111,11.798565974459052,0.9202430956065655,0.0089290551841259,0.6462230812758207,43.54932298883796,0.0,2.164109144359827,0.04613981582224369,76.79082779213786,1810698.583387977,1810698.64090318
1320,eye0,adgbc_one_euro,calibration,loop,9.733899030834436,0.0,0.5181690212339163,12.678517960011959,0.34258002415299416,0.008768169209361076,0.7713120430707932,43.38808497413993,0.0,2.164109144359827,0.04613981582224369,69.65158018283546,1810698.583149198,1810698.640917795
1320,eye0,adgbc_one_euro,calibration,loop,9.733899030834436,0.0,0.5181690212339163,12.678517960011959,0.34258002415299416,0.008768169209361076,0.7713120430707932,43.39277092367411,0.0,2.164109144359827,0.04613981582224369,69.65626613236964,1810698.583149198,1810698.640933594
1321,eye1,adgbc_one_euro,calibration,loop,9.650965919718146,0.0,0.47865300439298153,11.686446843668818,1.4235449489206076,0.007555121555924416,0.6512489635497332,2.5427641812711954,0.0,1.1773109436035156,0.026313122361898422,27.64480304904282,1810698.640447153,1810698.657305199
1321,eye1,adgbc_one_euro,calibration,loop,9.650965919718146,0.0,0.47865300439298153,11.686446843668818,1.4235449489206076,0.007555121555924416,0.6512489635497332,2.5546241085976362,0.0,1.1773109436035156,0.026313122361898422,27.65666297636926,1810698.640447153,1810698.657324633
1326,eye0,adgbc_one_euro,calibration,loop,18.63316586241126,0.0,2.9030318837612867,10.338968131691217,0.40802196599543095,0.008428003638982773,0.7728568743914366,2.377751050516963,0.0,1.1773109436035156,0.026313122361898422,36.64584783837199,1810698.640462319,1810698.657335344
1326,eye0,adgbc_one_euro,calibration,loop,18.63316586241126,0.0,2.9030318837612867,10.338968131691217,0.40802196599543095,0.008428003638982773,0.7728568743914366,2.3782229982316494,0.0,1.1773109436035156,0.026313122361898422,36.64631978608668,1810698.640462319,1810698.657346987
1328,eye0,adgbc_one_euro,calibration,loop,17.9541299585253,0.0,0.37501100450754166,9.21239284798503,1.4093772042542696,0.007875962182879448,0.7068230770528316,19.093061098828912,0.0,1.1773109436035156,0.026313122361898422,49.96229521930218,1810698.65592112,1810698.686799635
1328,eye0,adgbc_one_euro,calibration,loop,17.9541299585253,0.0,0.37501100450754166,9.21239284798503,1.4093772042542696,0.007875962182879448,0.7068230770528316,19.104951061308384,0.0,1.1773109436035156,0.026313122361898422,49.97418518178165,1810698.65592112,1810698.686818502
1323,eye1,adgbc_one_euro,calibration,loop,8.750444045290351,0.0,0.38226600736379623,10.557102970778942,0.4213771317154169,0.00968598760664463,0.6259710062295198,19.08213784918189,0.0,1.1773109436035156,0.026313122361898422,41.032609064131975,1810698.655684007,1810698.686833965
1323,eye1,adgbc_one_euro,calibration,loop,8.750444045290351,0.0,0.38226600736379623,10.557102970778942,0.4213771317154169,0.00968598760664463,0.6259710062295198,19.086488988250494,0.0,1.1773109436035156,0.026313122361898422,41.03696020320058,1810698.655684007,1810698.686845735
1324,eye1,adgbc_one_euro,calibration,loop,12.924191076308489,0.0,0.36445818841457367,12.213188223540783,0.696876086294651,0.007907859981060028,0.6159821059554815,4.972825990989804,0.0,1.1773109436035156,0.026313122361898422,32.999053597450256,1810698.667926341,1810698.686854575
1330,eye0,adgbc_one_euro,calibration,loop,13.784859096631408,0.0,0.360230915248394,12.490595923736691,0.5205841735005379,0.007254071533679962,0.6086030043661594,4.935977980494499,0.0,1.1773109436035156,0.026313122361898422,33.911729231476784,1810698.667889176,1810698.686862979
1324,eye1,adgbc_one_euro,calibration,loop,12.924191076308489,0.0,0.36445818841457367,12.213188223540783,0.696876086294651,0.007907859981060028,0.6159821059554815,4.981374135240912,0.0,1.1773109436035156,0.026313122361898422,33.007601741701365,1810698.667926341,1810698.686874253
1330,eye0,adgbc_one_euro,calibration,loop,13.784859096631408,0.0,0.360230915248394,12.490595923736691,0.5205841735005379,0.007254071533679962,0.6086030043661594,4.946877947077155,0.0,1.1773109436035156,0.026313122361898422,33.92262919805944,1810698.667889176,1810698.686884274
1326,eye1,adgbc_one_euro,calibration,loop,11.586704989895225,0.0,0.3292520996183157,9.61154093965888,0.7776080165058374,0.007984926924109459,0.578270060941577,24.670970160514116,0.0,0.47322106547653675,1.3944969978183508,49.43004925735295,1810698.682727068,1810698.718763401
1326,eye1,adgbc_one_euro,calibration,loop,11.586704989895225,0.0,0.3292520996183157,9.61154093965888,0.7776080165058374,0.007984926924109459,0.578270060941577,24.684851989150047,0.0,0.47322106547653675,1.3944969978183508,49.44393108598888,1810698.682727068,1810698.718781857
1332,eye0,adgbc_one_euro,calibration,loop,12.595970183610916,0.0,0.3221849910914898,10.02748985774815,0.33540697768330574,0.008206116035580635,0.628557987511158,24.57834896631539,0.0,0.47322106547653675,1.3944969978183508,50.36388314329088,1810698.682838617,1810698.718792576
1332,eye0,adgbc_one_euro,calibration,loop,12.595970183610916,0.0,0.3221849910914898,10.02748985774815,0.33540697768330574,0.008206116035580635,0.628557987511158,24.58168799057603,0.0,0.47322106547653675,1.3944969978183508,50.36722216755152,1810698.682838617,1810698.718806248
1327,eye1,adgbc_one_euro,calibration,loop,15.040690079331398,0.0,0.2844550181180239,10.307877091690898,0.3108000382781029,0.006817048415541649,0.640766927972436,12.976881116628647,0.0,0.47322106547653675,1.3944969978183508,41.436005383729935,1810698.694249837,1810698.718827209
1333,eye0,adgbc_one_euro,calibration,loop,16.09737379476428,0.0,0.32253400422632694,9.630500804632902,0.7274048402905464,0.005613081157207489,0.7367338985204697,12.954897014424205,0.0,0.47322106547653675,1.3944969978183508,42.342775501310825,1810698.694408831,1810698.718840713
1327,eye1,adgbc_one_euro,calibration,loop,15.040690079331398,0.0,0.2844550181180239,10.307877091690898,0.3108000382781029,0.006817048415541649,0.640766927972436,12.998132966458797,0.0,0.47322106547653675,1.3944969978183508,41.457257233560085,1810698.694249837,1810698.718858117
1333,eye0,adgbc_one_euro,calibration,loop,16.09737379476428,0.0,0.32253400422632694,9.630500804632902,0.7274048402905464,0.005613081157207489,0.7367338985204697,12.974340002983809,0.0,0.47322106547653675,1.3944969978183508,42.36221848987043,1810698.694408831,1810698.718873756
1335,eye0,adgbc_one_euro,calibration,loop,12.21321802586317,0.0,0.30160904861986637,8.923724060878158,1.7237788997590542,0.007502036169171333,0.5586058832705021,0.656376825645566,0.0,0.47322106547653675,1.3944969978183508,26.252532843500376,1810698.70666289,1810698.718887097
1335,eye0,adgbc_one_euro,calibration,loop,12.21321802586317,0.0,0.30160904861986637,8.923724060878158,1.7237788997590542,0.007502036169171333,0.5586058832705021,0.6576369050890207,0.0,0.47322106547653675,1.3944969978183508,26.25379292294383,1810698.70666289,1810698.718897599
1329,eye1,adgbc_one_euro,calibration,loop,11.205671122297645,0.0,2.080514095723629,9.393475018441677,0.35907188430428505,0.007809139788150787,0.6658921483904123,35.64754198305309,0.0,0.5123738665133715,0.022698193788528442,59.89504745230079,1810698.706553134,1810698.754771885
1329,eye1,adgbc_one_euro,calibration,loop,11.205671122297645,0.0,2.080514095723629,9.393475018441677,0.35907188430428505,0.007809139788150787,0.6658921483904123,35.66345479339361,0.0,0.5123738665133715,0.022698193788528442,59.91096026264131,1810698.706553134,1810698.754792424
1336,eye0,adgbc_one_euro,calibration,loop,15.873610973358154,0.0,0.28465106151998043,9.02077998034656,0.8898959495127201,0.007737893611192703,0.5700821056962013,25.58857505209744,0.0,0.5123738665133715,0.022698193788528442,52.77040507644415,1810698.718391767,1810698.754804815
1336,eye0,adgbc_one_euro,calibration,loop,15.873610973358154,0.0,0.28465106151998043,9.02077998034656,0.8898959495127201,0.007737893611192703,0.5700821056962013,25.591126177459955,0.0,0.5123738665133715,0.022698193788528442,52.772956201806664,1810698.718391767,1810698.754816777
1330,eye1,adgbc_one_euro,calibration,loop,15.879209851846099,0.0,0.2951161004602909,13.470954960212111,1.2429319322109222,0.006754184141755104,0.5936641246080399,19.871091935783625,0.0,0.5123738665133715,0.022698193788528442,51.89479514956474,1810698.719295499,1810698.754827019
1330,eye1,adgbc_one_euro,calibration,loop,15.879209851846099,0.0,0.2951161004602909,13.470954960212111,1.2429319322109222,0.006754184141755104,0.5936641246080399,19.873932003974915,0.0,0.5123738665133715,0.022698193788528442,51.89763521775603,1810698.719295499,1810698.754839735
1337,eye0,adgbc_one_euro,calibration,loop,19.290720112621784,0.0,0.4149691667407751,9.424449875950813,0.7271608337759972,0.0063749030232429504,0.5509799811989069,13.801875989884138,0.0,0.5123738665133715,0.022698193788528442,44.75160292349756,1810698.729878018,1810698.754850061
1337,eye0,adgbc_one_euro,calibration,loop,19.290720112621784,0.0,0.4149691667407751,9.424449875950813,0.7271608337759972,0.0063749030232429504,0.5509799811989069,13.803170993924141,0.0,0.5123738665133715,0.022698193788528442,44.75289792753756,1810698.729878018,1810698.754860897
1332,eye1,adgbc_one_euro,calibration,loop,16.110004857182503,0.0,0.29235915280878544,9.725793963298202,0.4149449523538351,0.007453840225934982,0.5327588878571987,8.1816331949085,0.0,0.5123738665133715,0.022698193788528442,35.80002090893686,1810698.735664547,1810698.754870327
1332,eye1,adgbc_one_euro,calibration,loop,16.110004857182503,0.0,0.29235915280878544,9.725793963298202,0.4149449523538351,0.007453840225934982,0.5327588878571987,8.182796882465482,0.0,0.5123738665133715,0.022698193788528442,35.80118459649384,1810698.735664547,1810698.754880908
1339,eye0,adgbc_one_euro,calibration,loop,14.481573132798076,0.0,0.26896409690380096,8.921668166294694,1.556463073939085,0.007214955985546112,0.6059641018509865,2.2666750010102987,0.0,0.5123738665133715,0.022698193788528442,28.643594589084387,1810698.741206806,1810698.75489039
1339,eye0,adgbc_one_euro,calibration,loop,14.481573132798076,0.0,0.26896409690380096,8.921668166294694,1.556463073939085,0.007214955985546112,0.6059641018509865,2.2676680237054825,0.0,0.5123738665133715,0.022698193788528442,28.64458761177957,1810698.741206806,1810698.754900449
1333,eye1,adgbc_one_euro,calibration,loop,19.222903065383434,0.0,0.2804000396281481,9.110171115025878,0.371578149497509,0.007580965757369995,0.5418939981609583,29.690086841583252,0.0,0.764454947784543,0.03490992821753025,60.02397905103862,1810698.746846029,1810698.786910213
