process,plugin,model,phase,sample_count,processing_latency_ms,std_latency_ms,min_latency_ms,max_latency_ms,p95_latency_ms,e2e_latency_ms,t_start,t_end
world,UVC_Source,UVC_Source,boot,1,176.14599503576756,0.0,176.14599503576756,176.14599503576756,176.14599503576756,176.14599503576756,866897.861758614,866898.037904609
world,UVC_Source,UVC_Source,loop,30,27.30894838847841,5.2247792630991245,7.943182019516826,33.023805008269846,32.71221013274044,68.7520684635577,866898.037904609,866899.057254017
world,UVC_Source,UVC_Source,loop,30,30.202312433781724,1.9118762180872195,28.047059080563486,33.13963511027396,33.0242438823916,68.53244660111766,866899.057254017,866900.061294269
world,UVC_Source,UVC_Source,loop,30,25.884507037699223,8.078041478096761,0.1111089950427413,33.004235941916704,32.82369610387832,69.24048692453653,866900.061294269,866901.069558205
world,UVC_Source,UVC_Source,loop,26,25.037575374321584,8.471970985577777,0.11586397886276245,33.383581903763115,32.61428271071054,69.72989495933199,866901.069558205,866902.07335247
world,UVC_Source,UVC_Source,loop,30,29.447979499430705,2.1234968526981923,27.10677997674793,33.17487402819097,32.64765577041544,68.72250491287559,866902.07335247,866903.077416626
world,UVC_Source,UVC_Source,loop,30,29.653504370556522,1.8824799273507247,26.743554044514894,33.24715397320688,32.24306339980103,68.92332387312005,866903.077416626,866904.085441063
world,UVC_Source,UVC_Source,loop,30,29.635170195251703,1.9573046555686517,27.555607026442885,33.390569034963846,32.99352122703567,68.71098380458231,866904.085441063,866905.089531043
world,UVC_Source,UVC_Source,loop,30,29.595567227806896,2.2158624483565283,24.334826041013002,33.24553603306413,33.11009777826257,68.9132460936283,866905.089531043,866906.093521198
world,UVC_Source,UVC_Source,loop,30,28.904032924522955,2.4765052752619976,24.77340993937105,32.85642294213176,32.75184151134454,69.0913182295238,866906.093521198,866907.102597332
world,UVC_Source,UVC_Source,loop,30,29.52077453179906,2.111182727628494,25.665310095064342,33.57064491137862,32.86831546574831,68.89129677244152,866907.102597332,866908.105618185
world,UVC_Source,UVC_Source,loop,30,29.420659927806508,2.2400780077593185,26.013666996732354,33.08172291144729,32.66666653798893,69.09807834308594,866908.105618185,866909.109693667
world,UVC_Source,UVC_Source,loop,30,29.429751188339043,2.1493182287416195,25.728020002134144,33.335717977024615,32.51632424653508,69.04874929459766,866909.109693667,866910.117691327
world,UVC_Source,UVC_Source,loop,30,29.906110224934917,2.2139384166704374,27.29693497531116,33.76417397521436,33.319445070810616,69.08588090057795,866910.117691327,866911.121762113
world,UVC_Source,UVC_Source,loop,30,29.491394335248817,2.4895091579193087,24.749709060415626,33.30807795282453,33.235365501604974,69.20117964036763,866911.121762113,866912.125828082
world,UVC_Source,UVC_Source,loop,30,29.854290482277673,1.9568807852819745,27.198922936804593,33.23582198936492,33.12503370689228,69.05954433993126,866912.125828082,866913.133800864
world,UVC_Source,UVC_Source,loop,30,29.484808328561485,2.1261905907543786,26.88386500813067,32.96604799106717,32.67863289802335,69.26727107105155,866913.133800864,866914.137957375
world,UVC_Source,UVC_Source,loop,30,28.09483256423846,2.8391601594878457,21.793416934087873,32.613618997856975,32.093170657753944,69.26329559646547,866914.137957375,866915.142171055
world,UVC_Source,UVC_Source,loop,30,24.445672899795074,3.154882722947048,18.39330804068595,29.765671934001148,28.79213556880131,69.45858622978751,866915.142171055,866916.15006799
world,UVC_Source,UVC_Source,loop,30,24.639986028584342,4.077717637821192,13.42511409893632,33.17299496848136,30.642897385405377,69.61518392975752,866916.15006799,866917.154129429
world,UVC_Source,UVC_Source,loop,30,23.20387113140896,4.45704000239479,15.129564912058413,30.545252957381308,29.491132270777594,69.44256765612711,866917.154129429,866918.15816764
world,UVC_Source,UVC_Source,loop,30,24.330961898279686,4.087780872966183,15.884669031947851,31.977665959857404,29.79859495535493,69.66540986516823,866918.15816764,866919.166090935
world,UVC_Source,UVC_Source,loop,30,22.587412467692047,5.42692348486372,10.166499996557832,32.797079998999834,31.264792534057044,69.67861565450828,866919.166090935,866920.170520004
world,UVC_Source,UVC_Source,loop,30,24.042308726347983,3.989590721331273,9.950837935321033,29.39886599779129,28.90527421841398,69.61834310010697,866920.170520004,866921.17458505
world,UVC_Source,UVC_Source,loop,30,23.9071549110425,4.419331605579011,14.682804001495242,32.080431934446096,30.341347935609512,69.79373102852453,866921.17458505,866922.182252394
world,UVC_Source,UVC_Source,loop,30,25.109972071368247,3.281670680625862,18.107610987499356,31.8202719790861,30.60462379362434,69.70520987330626,866922.182252394,866923.186530895
world,UVC_Source,UVC_Source,loop,30,25.978062499780208,4.032222758978157,17.824153997935355,33.75773096922785,32.427692849887535,69.73520692360277,866923.186530895,866924.190354
world,UVC_Source,UVC_Source,loop,30,25.188360378767054,3.13370258538886,18.9913910580799,30.35588003695011,30.023780942428857,69.97076085923861,866924.190354,866925.198708856
world,UVC_Source,UVC_Source,loop,30,23.64357444845761,3.8175489264330413,14.45374998729676,31.66871704161167,29.23495107097551,69.86792779449995,866925.198708856,866926.202476768
world,UVC_Source,UVC_Source,loop,30,24.270147387869656,3.5802863267324088,16.7944059940055,30.997168039903045,29.593606927664947,69.87874559902896,866926.202476768,866927.206490753
world,UVC_Source,UVC_Source,loop,30,26.173174974974245,4.626271770395947,15.878982958383858,32.774657011032104,31.967485568020493,70.00269143221279,866927.206490753,866928.21480186
world,UVC_Source,UVC_Source,loop,30,24.91549156062926,4.184878239979532,17.226185998879373,31.87171497847885,31.06439843541011,70.02429562853649,866928.21480186,866929.218612727
world,UVC_Source,UVC_Source,loop,30,25.08128669578582,2.7769936577081884,17.912006936967373,29.65166501235217,28.099550842307508,70.03587853396311,866929.218612727,866930.222613755
world,UVC_Source,UVC_Source,loop,30,25.395064366360504,2.432105721019126,20.5228419508785,30.82350897602737,28.9431685290765,70.05797007586807,866930.222613755,866931.230697842
world,UVC_Source,UVC_Source,loop,30,25.641722228222836,3.9377770359550155,16.13263098988682,31.966504990123212,31.444850825937465,70.0177938095294,866931.230697842,866932.234665674
world,UVC_Source,UVC_Source,loop,30,25.326447060797364,3.347322807829056,18.0291710421443,32.049914938397706,30.549314978998154,70.19272586330771,866932.234665674,866933.238703025
world,UVC_Source,UVC_Source,loop,30,25.018604561531294,3.1168854040892233,16.671087010763586,30.92477296013385,28.68160828948021,70.27539536356926,866933.238703025,866934.247079416
world,UVC_Source,UVC_Source,loop,30,25.425544105625402,3.736073066867947,16.857481095939875,31.595377949997783,31.24776456388645,70.18470557328935,866934.247079416,866935.251135753
world,UVC_Source,UVC_Source,loop,30,25.050476872517418,4.146421027491484,9.63097799103707,32.6445180689916,30.318908713525154,70.28334086838488,866935.251135753,866936.255100517
world,UVC_Source,UVC_Source,loop,30,25.267113853866856,3.9477811506306337,19.217286026105285,32.38269395660609,31.89533613040112,70.34932039290045,866936.255100517,866937.263203698
world,UVC_Source,UVC_Source,loop,30,25.336159265134484,2.6527182370891826,21.07625501230359,30.537565937265754,30.166928604012355,70.37364831194282,866937.263203698,866938.266981281
world,UVC_Source,UVC_Source,loop,30,25.441803864669055,3.7353452177339284,18.4603079687804,32.71625400520861,31.36691534309648,70.36957890571405,866938.266981281,866939.271226381
world,UVC_Source,UVC_Source,loop,30,27.00666409218684,3.263650688474582,19.97103006578982,31.924425973556936,31.84728432679549,70.32878030246745,866939.271226381,866940.274914293
world,UVC_Source,UVC_Source,loop,30,29.901279738017667,2.1585425427947693,26.883717975579202,33.21983607020229,32.97885913052596,70.4186162756135,866940.274914293,866941.282980409
world,UVC_Source,UVC_Source,loop,30,29.801613577486325,1.9596459016788679,27.312793070450425,33.34735508542508,33.10282179154456,70.3468785660031,866941.282980409,866942.286996538
world,UVC_Source,UVC_Source,loop,30,29.638396995142102,1.9986436472168225,27.53065398428589,33.180068945512176,32.89965125732124,70.40338570562501,866942.286996538,866943.291021659
world,UVC_Source,UVC_Source,loop,30,29.76999810198322,1.8909216162147655,27.849433943629265,33.25381793547422,32.43612667429261,70.46121013894056,866943.291021659,866944.299116482
world,UVC_Source,UVC_Source,loop,30,29.47596936719492,2.2015190740716526,25.220711017027497,33.295284025371075,32.28308470570482,70.40931157534942,866944.299116482,866945.303161822
world,UVC_Source,UVC_Source,loop,30,29.745572440636654,1.7880578097861384,26.87781595159322,33.14780700020492,32.07941507571377,70.58798599755391,866945.303161822,866946.307210373
world,UVC_Source,UVC_Source,loop,30,29.899386429072667,2.022999099634154,27.751886984333396,33.41570496559143,33.32758790347725,70.51345656315486,866946.307210373,866947.315293239
world,NetworkApiPlugin,NetworkApiPlugin,boot,1,0.0038730213418602943,0.0,0.0038730213418602943,0.0038730213418602943,0.0038730213418602943,0.0038730213418602943,866898.037950028,866898.037953901
world,NetworkApiPlugin,NetworkApiPlugin,loop,30,0.01913554345568021,0.011256256304926764,0.008911010809242725,0.04504097159951925,0.0422503740992397,68.79128313157707,866898.037953901,866899.057459185
world,NetworkApiPlugin,NetworkApiPlugin,loop,30,0.01103010339041551,0.0011760602429774997,0.008973991498351097,0.014432007446885109,0.012935156701132652,68.55589949991554,866899.057459185,866900.061513827
world,NetworkApiPlugin,NetworkApiPlugin,loop,30,0.013849721290171146,0.006259056106501425,0.006036018021404743,0.028883921913802624,0.027367612347006787,69.28281680836032,866900.061513827,866901.070217329
world,NetworkApiPlugin,NetworkApiPlugin,loop,26,0.017361616930709436,0.006223979489932514,0.008743954822421074,0.029647955670952797,0.028162001399323344,69.76275598236288,866901.070217329,866902.07351553
world,NetworkApiPlugin,NetworkApiPlugin,loop,30,0.010341390346487364,0.0017138303073621346,0.00735896173864603,0.012451084330677986,0.01231824280694127,68.74445022937532,866902.07351553,866903.07756613
world,NetworkApiPlugin,NetworkApiPlugin,loop,30,0.010047856873522202,0.0017085397336392433,0.006577000021934509,0.011880067177116871,0.011847226414829493,68.94593282292287,866903.07756613,866904.085617343
world,NetworkApiPlugin,NetworkApiPlugin,loop,30,0.00987103364119927,0.001839405076181288,0.006764894351363182,0.012742937542498112,0.012170005356892943,68.73242163953061,866904.085617343,866905.089691312
world,NetworkApiPlugin,NetworkApiPlugin,loop,30,0.010002028041829666,0.0017768707669983904,0.00647595152258873,0.012296950444579124,0.012088729999959467,68.9360232053635,866905.089691312,866906.093712023
world,NetworkApiPlugin,NetworkApiPlugin,loop,30,0.010612917443116507,0.0018794768954771357,0.007130089215934277,0.01578102819621563,0.012818450341001153,69.11668306371818,866906.093712023,866907.102843721
world,NetworkApiPlugin,NetworkApiPlugin,loop,30,0.009944937968005737,0.0017214853660289097,0.006212969310581684,0.01309509389102459,0.012122985208407043,68.91560290629666,866907.102843721,866908.105864355
world,NetworkApiPlugin,NetworkApiPlugin,loop,30,0.010219740215688944,0.0017454522105861577,0.006865011528134346,0.014579039998352528,0.01211237395182252,69.1229501971975,866908.105864355,866909.109954245
world,NetworkApiPlugin,NetworkApiPlugin,loop,30,0.009961701774348816,0.0015320281721635661,0.006843940354883671,0.012034084647893906,0.011717760935425758,69.07177336591606,866909.109954245,866910.117890262
world,NetworkApiPlugin,NetworkApiPlugin,loop,30,0.009515272298206886,0.0019432377818795967,0.00694498885422945,0.013194046914577484,0.012221815995872019,69.10938246486087,866910.117890262,866911.122010748
world,NetworkApiPlugin,NetworkApiPlugin,loop,30,0.011243391782045364,0.0019971054017215114,0.007402966730296612,0.015430036000907421,0.014477025251835583,69.22775144533564,866911.122010748,866912.126082741
world,NetworkApiPlugin,NetworkApiPlugin,loop,30,0.00908910296857357,0.0019293658059177893,0.006261048838496208,0.013619079254567623,0.01191719202324748,69.07976032234728,866912.126082741,866913.133955857
world,NetworkApiPlugin,NetworkApiPlugin,loop,30,0.009681358157346645,0.0018688682378574723,0.006192014552652836,0.012640957720577717,0.011862884275615214,69.29142579901963,866913.133955857,866914.138206105
