process,plugin,model,stage,frame_timestamp,processing_latency_ms,e2e_latency_ms,t_start,t_end
eye1,nnUNetDetector2DPlugin,pmrnet,gl_display,0.0,0.0005019828677177429,0.0005019828677177429,844374.601521187,844374.601521689
eye1,nnUNetDetector2DPlugin,pmrnet,detect,0.0,231.40458308625966,231.40458308625966,844374.79086864,844375.022273223
eye1,nnUNetDetector2DPlugin,pmrnet,recent_events,844374.780069,231.43574490677565,242.21863807179034,844374.790850394,844375.022286139
eye1,nnUNetDetector2DPlugin,pmrnet,gl_display,0.0,0.0032070092856884003,0.0032070092856884003,844375.022877664,844375.022880871
eye1,nnUNetDetector2DPlugin,pmrnet,detect,0.0,4.4364710338413715,4.4364710338413715,844375.024374972,844375.028811443
eye1,nnUNetDetector2DPlugin,pmrnet,recent_events,844375.014071,4.444480058737099,14.746294938959181,844375.024372085,844375.028816565
eye1,nnUNetDetector2DPlugin,pmrnet,detect,0.0,3.972569014877081,3.972569014877081,844375.030306489,844375.034279058
eye1,nnUNetDetector2DPlugin,pmrnet,recent_events,844375.02214,3.9805870037525892,12.145212036557496,844375.030303792,844375.034284379
eye1,nnUNetDetector2DPlugin,pmrnet,detect,0.0,4.022381035611033,4.022381035611033,844375.03832241,844375.042344791
eye1,nnUNetDetector2DPlugin,pmrnet,recent_events,844375.030209,4.029798903502524,12.141712009906769,844375.038320161,844375.04234996
eye1,nnUNetDetector2DPlugin,pmrnet,gl_display,0.0,0.0024869805201888084,0.0024869805201888084,844375.042753833,844375.04275632
eye1,nnUNetDetector2DPlugin,pmrnet,detect,0.0,4.293582052923739,4.293582052923739,844375.04630998,844375.050603562
eye1,nnUNetDetector2DPlugin,pmrnet,recent_events,844375.038278,4.300540080294013,12.331300997175276,844375.046307987,844375.050608527
eye1,nnUNetDetector2DPlugin,pmrnet,detect,0.0,3.8846019888296723,3.8846019888296723,844375.054276009,844375.058160611
eye1,nnUNetDetector2DPlugin,pmrnet,recent_events,844375.046347,3.8914630422368646,11.819392908364534,844375.054274071,844375.058165534
eye1,nnUNetDetector2DPlugin,pmrnet,detect,0.0,3.886166028678417,3.886166028678417,844375.062312628,844375.066198794
eye1,nnUNetDetector2DPlugin,pmrnet,recent_events,844375.054416,3.8937730714678764,11.788702919147909,844375.062310032,844375.066203805
eye1,nnUNetDetector2DPlugin,pmrnet,gl_display,0.0,0.00405206810683012,0.00405206810683012,844375.066492601,844375.066496653
eye1,nnUNetDetector2DPlugin,pmrnet,detect,0.0,10.324633098207414,10.324633098207414,844375.070326521,844375.080651154
eye1,nnUNetDetector2DPlugin,pmrnet,recent_events,844375.062485,10.334282997064292,18.17387598566711,844375.070323536,844375.080657819
eye1,nnUNetDetector2DPlugin,pmrnet,detect,0.0,9.963384014554322,9.963384014554322,844375.08079424,844375.090757624
eye1,nnUNetDetector2DPlugin,pmrnet,recent_events,844375.070554,9.971815976314247,20.211296039633453,844375.080792401,844375.090764217
eye1,nnUNetDetector2DPlugin,pmrnet,gl_display,0.0,0.0030529918149113655,0.0030529918149113655,844375.091138771,844375.091141824
eye1,nnUNetDetector2DPlugin,pmrnet,detect,0.0,10.410898015834391,10.410898015834391,844375.093880321,844375.104291219
eye1,nnUNetDetector2DPlugin,pmrnet,recent_events,844375.078623,10.418560006655753,25.67441202700138,844375.093878119,844375.104296679
eye1,nnUNetDetector2DPlugin,pmrnet,detect,0.0,10.094437981024384,10.094437981024384,844375.104392763,844375.114487201
eye1,nnUNetDetector2DPlugin,pmrnet,recent_events,844375.094761,10.110475937835872,19.741988042369485,844375.104391296,844375.114501772
eye1,nnUNetDetector2DPlugin,pmrnet,gl_display,0.0,0.003671972081065178,0.003671972081065178,844375.114861377,844375.114865049
eye1,nnUNetDetector2DPlugin,pmrnet,detect,0.0,10.716421995311975,10.716421995311975,844375.115287876,844375.126004298
eye1,nnUNetDetector2DPlugin,pmrnet,recent_events,844375.10283,10.725365951657295,23.182341014035046,844375.115285867,844375.126011233
eye1,nnUNetDetector2DPlugin,pmrnet,detect,0.0,7.989122997969389,7.989122997969389,844375.126149039,844375.134138162
eye1,nnUNetDetector2DPlugin,pmrnet,recent_events,844375.110899,7.996211061254144,23.24528305325657,844375.12614729,844375.134143501
eye1,nnUNetDetector2DPlugin,pmrnet,gl_display,0.0,0.4882420180365443,0.4882420180365443,844375.134431771,844375.134920013
eye1,nnUNetDetector2DPlugin,pmrnet,detect,0.0,11.43957395106554,11.43957395106554,844375.135643259,844375.147082833
eye1,nnUNetDetector2DPlugin,pmrnet,recent_events,844375.118968,11.448285076767206,28.1223279889673,844375.13564096,844375.147089245
eye1,nnUNetDetector2DPlugin,pmrnet,detect,0.0,9.8484440241009,9.8484440241009,844375.14824236,844375.158090804
eye1,nnUNetDetector2DPlugin,pmrnet,recent_events,844375.135106,9.856928023509681,22.992513957433403,844375.148240446,844375.158097374
eye1,nnUNetDetector2DPlugin,pmrnet,gl_display,0.0,0.00380899291485548,0.00380899291485548,844375.158361086,844375.158364895
eye1,nnUNetDetector2DPlugin,pmrnet,detect,0.0,6.705235107801855,6.705235107801855,844375.158822647,844375.165527882
eye1,nnUNetDetector2DPlugin,pmrnet,recent_events,844375.143175,6.713220966048539,22.359800059348345,844375.158820708,844375.165533929
eye1,nnUNetDetector2DPlugin,pmrnet,detect,0.0,7.778074010275304,7.778074010275304,844375.165681032,844375.173459106
eye1,nnUNetDetector2DPlugin,pmrnet,recent_events,844375.151244,7.784842047840357,22.220532060600817,844375.165678959,844375.173463801
eye1,nnUNetDetector2DPlugin,pmrnet,detect,0.0,3.67458607070148,3.67458607070148,844375.173552402,844375.177226988
eye1,nnUNetDetector2DPlugin,pmrnet,recent_events,844375.159313,3.6813459591940045,17.919683014042675,844375.173550533,844375.177231879
eye1,nnUNetDetector2DPlugin,pmrnet,gl_display,0.0,0.0023460015654563904,0.0023460015654563904,844375.177398794,844375.17740114
eye1,nnUNetDetector2DPlugin,pmrnet,detect,0.0,3.7078660679981112,3.7078660679981112,844375.178315843,844375.182023709
eye1,nnUNetDetector2DPlugin,pmrnet,recent_events,844375.167382,3.7138869520276785,14.647128991782665,844375.178314425,844375.182028312
eye1,nnUNetDetector2DPlugin,pmrnet,detect,0.0,3.8475970504805446,3.8475970504805446,844375.186283625,844375.190131222
eye1,nnUNetDetector2DPlugin,pmrnet,recent_events,844375.175451,3.8533631013706326,14.685329049825668,844375.186282242,844375.190135605
eye1,nnUNetDetector2DPlugin,pmrnet,detect,0.0,3.8792809937149286,3.8792809937149286,844375.194294461,844375.198173742
eye1,nnUNetDetector2DPlugin,pmrnet,recent_events,844375.18352,3.8855549646541476,14.658975997008383,844375.194292743,844375.198178298
