process,plugin,model,phase,sample_count,processing_latency_ms,std_latency_ms,min_latency_ms,max_latency_ms,p95_latency_ms,e2e_latency_ms,t_start,t_end
world,Recorder,Recorder,boot,1,0.008080038242042065,0.0,0.008080038242042065,0.008080038242042065,0.008080038242042065,0.008080038242042065,865641.241725639,865641.241733719
world,Recorder,Recorder,loop,30,0.0041763569849232835,0.004432174710774297,0.0008969800546765327,0.024472945369780064,0.010308413766324513,69.04290672391653,865641.241733719,865642.245700944
world,Recorder,Recorder,loop,30,0.0031550259639819465,0.0051067664055838465,0.0017910497263073921,0.030619907192885876,0.0027915346436202517,69.08842919316764,865642.245700944,865643.25033417
world,Recorder,Recorder,loop,30,0.004691809105376403,0.01217131968750017,0.0009890645742416382,0.0699879601597786,0.005816854536533354,69.89607190092404,865643.25033417,865644.2601656
world,Recorder,Recorder,loop,27,0.0038362685935916722,0.003996095938875555,0.001878943294286728,0.023558037355542183,0.005456386134028435,70.51483944006678,865644.2601656,865645.261763912
world,Recorder,Recorder,loop,30,0.003236582657943169,0.003934500694392444,0.001917942427098751,0.024356995709240437,0.0031142961233854285,69.30157036986202,865645.261763912,865646.26575432
world,Recorder,Recorder,loop,30,0.003682057528446118,0.006452938657417868,0.0017309794202446938,0.03838993143290281,0.003111042315140366,69.26600323446716,865646.26575432,865647.2747764
world,Recorder,Recorder,loop,30,0.003639635785172383,0.005602425694649013,0.0019470462575554848,0.03374204970896244,0.0032619165722280736,69.48153816629201,865647.2747764,865648.278733961
world,Recorder,Recorder,loop,30,0.0036671175621449947,0.00598026548325954,0.0017730053514242172,0.03581191413104534,0.003154115984216332,69.37786606916536,865648.278733961,865649.282857104
world,Recorder,Recorder,loop,30,0.0035606402282913527,0.004891792528292978,0.0019400613382458687,0.029841088689863682,0.003278319491073489,69.46077135313924,865649.282857104,865650.290825949
world,Recorder,Recorder,loop,30,0.003606791142374277,0.005259533977455048,0.0019639264792203903,0.0318760285153985,0.0031837378628551956,69.65329112717882,865650.290825949,865651.294755824
world,Recorder,Recorder,loop,30,0.0035728327929973602,0.005388966740135839,0.002027023583650589,0.03254902549088001,0.0031592266168445344,69.44672559232761,865651.294755824,865652.298878683
world,Recorder,Recorder,loop,30,0.0036227361609538398,0.005778942481019579,0.0017479760572314262,0.03468594513833523,0.0030265364330261946,69.64365270299216,865652.298878683,865653.306974557
world,Recorder,Recorder,loop,30,0.0032033732471366725,0.0037019900473824123,0.0017309794202446938,0.023000058718025684,0.0034065509680658575,69.6561995272835,865653.306974557,865654.310564497
world,Recorder,Recorder,loop,30,0.003646977711468935,0.00579229837880084,0.0016900012269616127,0.034747994504868984,0.003244873369112611,69.50499441397066,865654.310564497,865655.315012577
world,Recorder,Recorder,loop,30,0.003462374055137237,0.005338988763751367,0.0017720740288496017,0.03212899900972843,0.0030626659281551834,69.79561464395374,865655.315012577,865656.323100314
world,Recorder,Recorder,loop,30,0.00354138125355045,0.004848559672915002,0.0016710255295038223,0.029569026082754135,0.0031392613891512156,69.76796044036746,865656.323100314,865657.327104777
world,Recorder,Recorder,loop,30,0.003270843687156836,0.004355288635934115,0.0019120052456855774,0.026668072678148746,0.0029543880373239517,69.71942906966433,865657.327104777,865658.331179938
world,Recorder,Recorder,loop,30,0.003583725386609634,0.005261620582827093,0.0018799910321831703,0.03185798414051533,0.0033828371670097087,70.06590005864079,865658.331179938,865659.341028246
world,Recorder,Recorder,loop,30,0.003161898348480463,0.0034617233679954756,0.00168592669069767,0.021704938262701035,0.0030390860047191373,69.78426410350949,865659.341028246,865660.342315911
world,Recorder,Recorder,loop,30,0.0035494410743316016,0.005089256454634803,0.0017940765246748924,0.030889990739524364,0.0032155192457139488,69.95894256591176,865660.342315911,865661.347208032
world,Recorder,Recorder,loop,30,0.003913906402885914,0.005711056226244912,0.0018810387700796127,0.03333296626806259,0.007947039557620859,70.07787993643433,865661.347208032,865662.35534068
world,Recorder,Recorder,loop,30,0.003553802768389384,0.004822489851391488,0.0018409918993711472,0.029454007744789124,0.0032407522667199373,70.00799815868959,865662.35534068,865663.359308713
