frame_id,process,model,phase,ingest_ms,roi_ms,preprocess_ms,inference_ms,ellipse_fit_ms,pye3d_ms,ipc_transport_ms,gaze_mapping_ms,render_ms,buffer_swap_ms,total_system_latency_ms,t_start,t_end
2,eye1,adgbc,boot,202.23913504742086,0.0,2.1987520158290863,186.09165586531162,3.1622459646314383,1.020330935716629,27.472278103232384,0.0,2.585003152489662,0.03800611011683941,424.8074071947485,1384119.839024859,1384120.059376321
2,eye1,adgbc,loop,202.23913504742086,0.0,2.1987520158290863,186.09165586531162,3.1622459646314383,1.020330935716629,27.806390076875687,0.0,2.585003152489662,0.03800611011683941,425.1415191683918,1384119.839024859,1384120.059409323
2,eye0,adgbc,loop,187.81959591433406,0.0,2.3016841150820255,174.51964295469224,2.714957809075713,1.016261987388134,29.923577094450593,0.0,3.243835875764489,0.06302585825324059,401.6025816090405,1384119.884570825,1384120.095125634
2,eye0,adgbc,loop,187.81959591433406,0.0,2.3016841150820255,174.51964295469224,2.714957809075713,1.016261987388134,29.91815097630024,0.0,3.243835875764489,0.06302585825324059,401.59715549089015,1384119.884570825,1384120.095159381
36,eye1,2dcpp,loop,101.80502687580884,0.003414927050471306,0.0,2.1464258898049593,0.0,0.9491220116615295,21.587842842563987,0.0,3.0294940806925297,0.03195088356733322,129.55327751114964,1384120.202216506,1384120.22697869
36,eye1,2dcpp,loop,101.80502687580884,0.003414927050471306,0.0,2.1464258898049593,0.0,0.9491220116615295,21.59375394694507,0.0,3.0294940806925297,0.03195088356733322,129.55918861553073,1384120.202216506,1384120.227006205
35,eye0,2dcpp,loop,114.08456414937973,0.007261987775564194,0.0,4.758685128763318,0.0,4.428254906088114,2.0859981887042522,0.0,2.8609188739210367,0.03274506889283657,128.25842830352485,1384120.25184726,1384120.263266191
35,eye0,2dcpp,loop,114.08456414937973,0.007261987775564194,0.0,4.758685128763318,0.0,4.428254906088114,2.073293086141348,0.0,2.8609188739210367,0.03274506889283657,128.24572320096195,1384120.25184726,1384120.263310829
48,eye1,2dcpp,loop,127.86366604268551,0.01071905717253685,0.0,4.684187937527895,0.0,4.951645852997899,31.20733704417944,0.0,7.435736944898963,0.14794804155826569,176.3012409210205,1384120.322506606,1384120.363623079
48,eye1,2dcpp,loop,127.86366604268551,0.01071905717253685,0.0,4.684187937527895,0.0,4.951645852997899,31.225044978782535,0.0,7.435736944898963,0.14794804155826569,176.3189488556236,1384120.322506606,1384120.363746831
