frame_id,process,model,phase,ingest_ms,roi_ms,preprocess_ms,inference_ms,ellipse_fit_ms,pye3d_ms,ipc_transport_ms,gaze_mapping_ms,render_ms,buffer_swap_ms,total_system_latency_ms,t_start,t_end
2,eye0,adgbc,boot,248.50447406060994,0.0,2.2292539943009615,233.32053516060114,2.742420183494687,1.037344103679061,27.80978404916823,0.0,5.4006369318813086,0.9588899556547403,522.0033384393901,1383841.294207859,1383841.561877439
2,eye0,adgbc,loop,248.50447406060994,0.0,2.2292539943009615,233.32053516060114,2.742420183494687,1.037344103679061,28.270599199458957,0.0,5.4006369318813086,0.9588899556547403,522.4641535896808,1383841.294207859,1383841.561915163
2,eye1,adgbc,loop,226.00405709818006,0.0,2.624864922836423,210.12295107357204,2.7186910156160593,0.9530170354992151,1.2692972086369991,0.0,5.4006369318813086,0.9588899556547403,450.05240524187684,1383841.344187815,1383841.561942326
2,eye1,adgbc,loop,226.00405709818006,0.0,2.624864922836423,210.12295107357204,2.7186910156160593,0.9530170354992151,1.2379719410091639,0.0,5.4006369318813086,0.9588899556547403,450.021079974249,1383841.344187815,1383841.561967157
39,eye1,2dcpp,loop,91.27864707261324,0.00827200710773468,0.0,12.685651890933514,0.0,2.1373580675572157,3.6836990620940924,0.0,14.119519153609872,0.10451511479914188,124.01766236871481,1383841.710710483,1383841.729430945
39,eye1,2dcpp,loop,91.27864707261324,0.00827200710773468,0.0,12.685651890933514,0.0,2.1373580675572157,3.7162478547543287,0.0,14.119519153609872,0.10451511479914188,124.05021116137505,1383841.710710483,1383841.729493318
42,eye0,2dcpp,loop,118.7307108193636,0.01329905353486538,0.0,5.351141095161438,0.0,1.473794924095273,2.4999650195240974,0.0,14.119519153609872,0.10451511479914188,142.29294518008828,1383841.720093028,1383841.72953159
42,eye0,2dcpp,loop,118.7307108193636,0.01329905353486538,0.0,5.351141095161438,0.0,1.473794924095273,2.521147020161152,0.0,14.119519153609872,0.10451511479914188,142.31412718072534,1383841.720093028,1383841.729584618
55,eye0,2dcpp,loop,113.92701091244817,0.008015893399715424,0.0,3.6375541239976883,0.0,3.4070119727402925,32.545269932597876,0.0,13.229808071628213,0.08970405906438828,166.84437496587634,1383841.821847088,1383841.861732804
55,eye0,2dcpp,loop,113.92701091244817,0.008015893399715424,0.0,3.6375541239976883,0.0,3.4070119727402925,32.55425416864455,0.0,13.229808071628213,0.08970405906438828,166.853359201923,1383841.821847088,1383841.861840656
49,eye1,2dcpp,loop,120.71014801040292,0.006987014785408974,0.0,3.9417461957782507,0.0,4.899976076558232,23.26002111658454,0.0,13.229808071628213,0.08970405906438828,166.13839054480195,1383841.829581587,1383841.861920031
