frame_id,process,model,session_type,phase,ingest_ms,roi_ms,preprocess_ms,inference_ms,ellipse_fit_ms,filter_ms,pye3d_ms,ipc_transport_ms,gaze_mapping_ms,render_ms,buffer_swap_ms,total_system_latency_ms,t_start,t_end
1833,eye0,adgbc_trt_none,calibration,boot,14.534317888319492,0.0,0.31148409470915794,0.6598539184778929,0.5637849681079388,0.0,0.9170810226351023,66.02715305052698,0.0,1.7770158592611551,0.06197299808263779,84.85266380012035,1811267.855637994,1811267.924188975
1833,eye0,adgbc_trt_none,calibration,loop,14.534317888319492,0.0,0.31148409470915794,0.6598539184778929,0.5637849681079388,0.0,0.9170810226351023,66.05018000118434,0.0,1.7770158592611551,0.06197299808263779,84.87569075077772,1811267.855637994,1811267.92422175
1834,eye0,adgbc_trt_none,calibration,loop,9.465539827942848,0.0,0.41936803609132767,0.6300779059529305,0.4139707889407873,0.0,0.916308956220746,63.15978686325252,0.0,1.7770158592611551,0.06197299808263779,76.84404123574495,1811267.858638339,1811267.924244913
1834,eye0,adgbc_trt_none,calibration,loop,9.465539827942848,0.0,0.41936803609132767,0.6300779059529305,0.4139707889407873,0.0,0.916308956220746,63.16896388307214,0.0,1.7770158592611551,0.06197299808263779,76.85321825556457,1811267.858638339,1811267.924270036
0,eye0,adgbc_trt_none,calibration,loop,0.0,0.0,0.0,0.0,0.0,0.0,0.7810390088707209,61.724814120680094,0.0,1.7770158592611551,0.06197299808263779,64.34484198689461,1811267.924302502,1811267.924307759
1829,eye1,adgbc_trt_none,calibration,loop,10.493071051314473,0.0,0.2888420131057501,0.5274191498756409,0.19859801977872849,0.0,0.8352759759873152,53.83657990023494,0.0,1.7770158592611551,0.06197299808263779,68.01877496764064,1811267.868593812,1811267.924328817
1829,eye1,adgbc_trt_none,calibration,loop,10.493071051314473,0.0,0.2888420131057501,0.5274191498756409,0.19859801977872849,0.0,0.8352759759873152,53.8496149238199,0.0,1.7770158592611551,0.06197299808263779,68.0318099912256,1811267.868593812,1811267.924350954
0,eye0,adgbc_trt_none,calibration,loop,0.0,0.0,0.0,0.0,0.0,0.0,0.5726299714297056,51.3714998960495,0.0,1.7770158592611551,0.06197299808263779,53.783118724823,1811267.924378804,1811267.924383465
1836,eye0,adgbc_trt_none,calibration,loop,9.212787030264735,0.0,0.271031865850091,0.5188160575926304,0.18807710148394108,0.0,0.47150999307632446,48.38444502092898,0.0,1.7770158592611551,0.06197299808263779,60.885655926540494,1811267.874522986,1811267.92441118
1836,eye0,adgbc_trt_none,calibration,loop,9.212787030264735,0.0,0.271031865850091,0.5188160575926304,0.18807710148394108,0.0,0.47150999307632446,48.40545100159943,0.0,1.7770158592611551,0.06197299808263779,60.906661907210946,1811267.874522986,1811267.924433872
1830,eye1,adgbc_trt_none,calibration,loop,10.416169883683324,0.0,0.2883821725845337,0.5986120086163282,0.21645613014698029,0.0,0.6033510435372591,46.11001396551728,0.0,1.7770158592611551,0.06197299808263779,60.0719740614295,1811267.876586077,1811267.924452519
1830,eye1,adgbc_trt_none,calibration,loop,10.416169883683324,0.0,0.2883821725845337,0.5986120086163282,0.21645613014698029,0.0,0.6033510435372591,46.12192395143211,0.0,1.7770158592611551,0.06197299808263779,60.08388404734433,1811267.876586077,1811267.924473534
