frame_id,process,model,phase,ingest_ms,roi_ms,preprocess_ms,inference_ms,ellipse_fit_ms,pye3d_ms,ipc_transport_ms,gaze_mapping_ms,render_ms,buffer_swap_ms,total_system_latency_ms,t_start,t_end
2,eye0,adgbc_400,boot,206.37365896254778,0.0,2.9950079042464495,181.30904901772738,3.28063708730042,1.0651368647813797,10.327103082090616,0.0,4.326527938246727,0.05300506018102169,409.73012591712177,1298818.252296726,1298818.451816588
2,eye0,adgbc_400,loop,206.37365896254778,0.0,2.9950079042464495,181.30904901772738,3.28063708730042,1.0651368647813797,10.796366026625037,0.0,4.326527938246727,0.05300506018102169,410.1993888616562,1298818.252296726,1298818.451858066
2,eye1,adgbc_400,loop,200.29955892823637,0.0,2.272514160722494,175.1981780398637,3.609240986406803,1.012910157442093,7.408638019114733,0.0,4.676088923588395,0.04705507308244705,394.52418428845704,1298818.297745294,1298818.487314021
2,eye1,adgbc_400,loop,200.29955892823637,0.0,2.272514160722494,175.1981780398637,3.609240986406803,1.012910157442093,7.3859370313584805,0.0,4.676088923588395,0.04705507308244705,394.5014833007008,1298818.297745294,1298818.487332758
36,eye0,2dcpp,loop,83.98556197062135,0.006044050678610802,0.0,3.991367993876338,0.0,3.9345279801636934,14.738111989572644,0.0,4.463563906028867,0.04960596561431885,111.16878385655582,1298818.596765266,1298818.619613167
36,eye0,2dcpp,loop,83.98556197062135,0.006044050678610802,0.0,3.991367993876338,0.0,3.9345279801636934,14.782901154831052,0.0,4.463563906028867,0.04960596561431885,111.21357302181423,1298818.596765266,1298818.619707006
34,eye1,2dcpp,loop,95.52520210854709,0.006699003279209137,0.0,5.227689864113927,0.0,4.063181113451719,10.653896955773234,0.0,13.028129003942013,0.0856858678162098,128.5904839169234,1298818.635393557,1298818.655578009
34,eye1,2dcpp,loop,95.52520210854709,0.006699003279209137,0.0,5.227689864113927,0.0,4.063181113451719,10.67301002331078,0.0,13.028129003942013,0.0856858678162098,128.60959698446095,1298818.635393557,1298818.655659656
44,eye1,2dcpp,loop,23.057434940710664,0.007884809747338295,0.0,2.767161000519991,0.0,4.485524026677012,31.05615987442434,0.0,10.004680836573243,8.384943939745426,79.76378942839801,1298818.648737936,1298818.687242095
44,eye1,2dcpp,loop,23.057434940710664,0.007884809747338295,0.0,2.767161000519991,0.0,4.485524026677012,31.00909315980971,0.0,10.004680836573243,8.384943939745426,79.71672271378338,1298818.648737936,1298818.687276059
45,eye1,2dcpp,loop,23.6320230178535,0.005717156454920769,0.0,2.1470370702445507,0.0,3.3661508932709694,23.3689839951694,0.0,10.004680836573243,8.384943939745426,70.90953690931201,1298818.658292501,1298818.687292166
45,eye1,2dcpp,loop,23.6320230178535,0.005717156454920769,0.0,2.1470370702445507,0.0,3.3661508932709694,23.322253953665495,0.0,10.004680836573243,8.384943939745426,70.8628068678081,1298818.658292501,1298818.687311702
47,eye1,2dcpp,loop,23.587286937981844,0.0018868595361709595,0.0,0.6295428611338139,0.0,1.144701847806573,9.048440027981997,0.0,10.004680836573243,8.384943939745426,52.80148331075907,1298818.676453134,1298818.687324863
